,text
1147,elaine howard returns to sightline media http://fedtim.es/3cobjs 
1148,pentagon institutes civilian hiring freeze http://fedtim.es/3co4nn 
1149,"the federal managers association has tapped renee johnson to lead the 200,000-strong group: http://fedtimes.ly/1mnv3mk "
1150,how it can transform human resources http://fedtim.es/3cnxtn 
1151,the “tension” between privacy and cyber: a reality check http://fedtim.es/3cnqvi 
1152,fma picks new president to replace niehaus http://fedtim.es/3cngj3 
1153,the hurdles to it modernization are often 80% people issues rather than tech limitations http://bit.ly/wp_coco pic.twitter.com/kfmi8o6rkd
1154,justice indicts 7 iranian hackers for attacks on us infrastructure http://fedtim.es/3cnrfd 
1155,#icymi:  suspended its top benefits official and reprimanded 3 others for role in promotion scandal. http://fedtimes.ly/1rlv7t7 
1156,va suspends official in relocation scandal http://fedtim.es/3clioq 
1157,the government's #cybersecurity arm is shifting to a reputation-based protection system to find and block threats: http://fedtimes.ly/1mm9bgb 
1158,improved infrastructure could shave $20 billion off the govt’s annual #it spend [whitepaper http://bit.ly/itconsolidation ]pic.twitter.com/zrum61hi4n
1159,best practices for relinquishing it operations to a contractor http://fedtim.es/3cluvp 
1160,ofpp aims to double digital it acquisition specialists http://fedtim.es/3clm0i 
1161,gsa wants feedback on scope of new cloud vehicle http://fedtim.es/3clbfw 
1162,dhs cyber moving beyond signature-based protection http://fedtim.es/3cl1d2 
1163,sightline media group names new leadership http://fedtim.es/3cjyz1 
1164,tweet your suggestions to ://twitter.com/federal_it/status/712350302180139008 …
1165,here are the #fbi's 21 most wanted #cyber criminals: http://fedtimes.ly/1rizzxd pic.twitter.com/jwphtcnvzm
1166,fbi cyber most wanted http://fedtim.es/3cjdab 
1167,a warning for agencies moving to the cloud: “don’t expecta smooth transition.”  http://bit.ly/wp_coco pic.twitter.com/acv4bhor8b
1168,state dept cyberstalker gets almost 5 years for sextortion campaign http://fedtim.es/3ciksj 
1169,proof that moving to the cloud saves money/time & offers the agility/resiliency [whitepaper http://bit.ly/wp_coco ]pic.twitter.com/nrolplzruc
1170,3 cloud vendors getting first high baseline authorizations http://fedtim.es/3cg4iv 
1171,discussing serial: the complete series http://fedtim.es/3cftzf 
1172,free whitepaper: benefitting from #it infrastructure consolidation http://bit.ly/itconsolidation pic.twitter.com/lk9irqryel
1173,an agency’s #it solution should align with the business model and requirements #coco http://bit.ly/wp_coco pic.twitter.com/uitulylqri
1174,"discussing serial: episode 10, thorny politics http://fedtim.es/3caz5m "
1175,agile framework speeds up va it http://fedtim.es/3campz 
1176,opm names leaders to transform background investigations http://fedtim.es/3caboz 
1177,two security clearance spc. have been tapped to lead #opm transition to new nat'l background investigations bureau. http://fedtimes.ly/1pyppuc 
1178,"the #gsa wants #smallbusinesses to get more federal contracts, so it has launched a beta site to help. http://fedtimes.ly/1pszge1 "
1179,"federal agencies are beginning to shift to contractor-owned, contractor-operated it #coco http://bit.ly/wp_coco pic.twitter.com/szhh4yq2x1"
1180,ig: poor firewall maintenance leaves usps exposed http://fedtim.es/3cakz8 
1181,"an auditor’s report shows #usps neglected its firewalls, leaving the agency’s mail systems open to #cyberattacks. http://fedtimes.ly/1pyxtt5 "
1182,johnson asks dhs not to punish whistleblowers http://fedtim.es/3cyrfq 
1183,". has a bone to pick with #opm, and it's asking  to intervene. http://fedtimes.ly/1pwz6kt "
1184,how agencies stop redundancy & make it easier for employees to work together [whitepaper http://bit.ly/itconsolidation ]pic.twitter.com/rbvjjkrej5
1185,opm says feds can teleconference to avoid zika infection http://fedtim.es/3cydd5 
1186,nffe implores obama to intervene on opm guidance http://fedtim.es/3cy2sh 
1187,usps resumes postal service to cuba http://fedtim.es/3cxw3a 
1188,opm gets more help from omb in acting cio http://fedtim.es/3cxmhf 
1189,deputy federal cio lisa schlosser is serving a detail at #opm as acting cio while they find a full-time replacement. http://fedtimes.ly/1pwhhj0 
1190,"nih wants more veteran, hubzone small businesses on gwac http://fedtim.es/3cxctq "
1191,"hey, #smallbusinesses: #nitaac is holding open season ramp-on to add more of you to its cio-sp3 acquisition vehicle. http://fedtimes.ly/1pqe5ad "
1192,. will start providing mail service to #cuba on march 17. http://fedtimes.ly/1pwb7le 
1193,3 takeaways from senate hearing on visa security http://fedtim.es/3cvrdv 
1194,easiest. hearing. ever. legislators offered full-throated support for #dod's #cyber operations. http://fedtimes.ly/1puz5of 
1195,"meet merrick garland, obama's supreme court nominee http://fedtim.es/3cvqbv "
1196,air force cyber simulation center preps to meet tighter deadlines http://fedtim.es/3cvjsd 
1197,"it's time to say goodbye to old technology & modernize gov't it for the future, not the past http://bit.ly/wp_coco pic.twitter.com/t9jtgz3htv"
1198,opm lets feds telework due to metro shutdown http://fedtim.es/3ctu1t 
1199,opm weighs whether feds telework due to metro shutdown http://fedtim.es/3ctic2 
1200,nist updates byod guidance for teleworking feds http://fedtim.es/3ctayx 
1201,the pitfalls/best practices of consolidating #it infrastructure [free download - http://bit.ly/itconsolidation ]pic.twitter.com/bwiu0nia1a
1202,"opm director cobert: i’m still here, barring a lawsuit http://fedtim.es/3cscrl "
1203,pentagon's top personnel official resignshttp://ow.ly/3csjic 
1204,"cobert: i’m still here, barring a lawsuit http://ow.ly/3csat7 "
1205,fedramp seeking agile vendors to build public dashboard http://ow.ly/3cqak4 
1206,the government of the future requires more information sharing & improved citizen services http://bit.ly/wp_coco pic.twitter.com/byvjjn9560
1207,opm releases new guidance for ses reforms http://fedtim.es/3cpkwu 
1208,7: impact on diversification http://fedtim.es/3cpbgt 
1209,why are managers getting caught up in data center consolidation? [download http://bit.ly/itconsolidation ]pic.twitter.com/3m6pjbmpgy
1210,"“much of the government today runs on very old, outdated technology.” federal ciotony scott http://bit.ly/wp_coco pic.twitter.com/v2iixnrnjb"
1211,report: justice will indict iranians connected to new york dam hack http://fedtim.es/3ckalv 
1212,former va nurse gets 5 years for veteran death cover-up http://fedtim.es/3ckmzw 
1213,va awards 21 spots on $22b it contract http://fedtim.es/3ckdwt 
1214,4 agencies share best practices on avoiding #it consolidation pitfalls [free download - http://bit.ly/itconsolidation ]pic.twitter.com/znmb328ig1
1215,hhs cybersecurity incident data http://fedtim.es/3cjyd3 
1216,project management: the incubator for acquisition reform http://fedtim.es/3cjqcm 
1217,cms awards $75m contract for dme program http://fedtim.es/3cjije 
1218,gsa awards billion-dollar contracts for mid-atlantic facilities http://fedtim.es/3cid68 
1219,sasc advances fanning as army secretary http://fedtim.es/3chqp5 
1220,benchmarking silicon valley http://fedtim.es/3chfip 
1221,"dod, gsa moving on satcom mobility in cs3 http://fedtim.es/3chyfd "
1222,3qtrs of the $80b spent by the gov't on it goes toward operating/maintaining legacy systems http://bit.ly/wp_coco pic.twitter.com/lb721gnafy
1223,"bill to streamline federal hiring clears the senate, heads to obama http://fedtim.es/3cga3s "
1224,here are the contractors for the #va's massive #it infrastructure & #cybersecurity services: http://fedtimes.ly/1p8ym4s pic.twitter.com/llwalg4htg
1225,"competitive service act clears the senate, heads to obama http://fedtim.es/3cfdoo "
1226,rsa takeaway: defenders are (over) confident http://fedtim.es/3cf3sy 
1227,the govt could cuts its annual #it spend by 25% w/ improved infrastructure [whitepaper - http://bit.ly/itconsolidation ]pic.twitter.com/snesb0urjt
1228,va gives deadline to veterans who have applied for health care http://fedtim.es/3cecdt 
1229,johnson: recruit patriots to boost cybersecurity http://fedtim.es/3ccn6z 
1230,metrics can aid it transformation http://fedtim.es/3ccfrz 
1231,. says #ukraine's widespread power outage potentially caused by #malware won't be the last. http://fedtimes.ly/1p5kzlu 
1232,cyber storm exercise brings cyber defense to the fore http://fedtim.es/3ccmdh 
1233,new whitepaper: how to manage it in partnership with private industry http://bit.ly/wp_coco pic.twitter.com/3xw9oxjhfc
1234,virginia man pleads guilty for role in $40m tax scheme http://fedtim.es/3ccdhk 
1235,dod official: brac round will save money http://fedtim.es/3cbvlu 
1236,missed the sammies? see the winners here! http://www.federaltimes.com/article/20140923/mgmt/309230016/feds-honored-great-dedication-public-service … 
1237,redefining innovation at . http://bit.ly/1vxzfsf 
1238,procurement official at  accused of ethics violations by ig. http://bit.ly/1ucrniv 
1239,get your food delivered by . http://bit.ly/1v2h69k 
1240,. to give military cloud procurement powers in major policy shift. http://bit.ly/yp3854 
1241,"hybrid infrastructure brings many advantages of cloud services, while mitigating #government #it risk. [whitepaper] http://bit.ly/1vupnio "
1242,redefining innovation at . http://bit.ly/ymx3pv 
1243,"jeff neely,  official at heart of 2010 conf scandal, indicted for fraud. http://bit.ly/1u7pzw2 "
1244,"eagle ii is a complex contract program, but our special multimedia report breaks down the essentials for you. http://bit.ly/yekemi "
1245,procurement official at  accused of ethics violations by ig. http://bit.ly/1dsp4bj 
1246,get your food delivered by . http://bit.ly/1tc7oun 
1247,. to give military cloud procurement powers in major policy shift. http://bit.ly/1tbuvqk 
1248,redefining innovation at . http://bit.ly/1tb9ykt 
1249,elijah cummings wants subpoena for usis. . #usis http://bit.ly/1rvoknm 
1250,"jeff neely,  official at heart of 2010 conf scandal, indicted for fraud. http://bit.ly/1uulswu "
1251,"eagle ii is a complex contract program, but our special multimedia report breaks down the essentials for you. http://bit.ly/1me4r8d "
1252,get your food delivered by . http://bit.ly/1vpidkx 
1253,. to give military cloud procurement powers in major policy shift. http://bit.ly/1uwiijy 
1254,redefining innovation at . http://bit.ly/1vhlazu 
1255,take an in-depth look at 's eagle ii. http://bit.ly/104ptym 
1256,. to give military cloud procurement powers in major policy shift. http://bit.ly/1uqgfx0 
1257,get your food delivered by . http://bit.ly/1omxw3g 
1258,elijah cummings wants subpoena for usis. . #usis http://bit.ly/yqmohg 
1259,"jeff neely,  official at heart of 2010 conf scandal, indicted for fraud. http://bit.ly/1njcnwr "
1260,"eagle ii is a complex contract program, but our special multimedia report breaks down the essentials for you. http://bit.ly/1up9okm "
1261,redefining innovation at . http://bit.ly/1uo0gg8 
1262,take an in-depth look at 's eagle ii. http://bit.ly/1ryf2yb 
1263,ig report: fema misstep cost agency $12 million http://dlvr.it/71strx 
1264,"looking for the latest in federal news? #ff     for contracting, it, dod news and more"
1265,#cloud is still new #technology. the #government is not ready to take full advantage of it. [whitepaper] http://bit.ly/1ctfuoj 
1266,former gsa official indicted for fraudulent claims http://dlvr.it/71m5n0 
1267,former gsa official indicted for fraudulent claims - remember jeff neely in the hot tub? http://www.federaltimes.com/article/20140926/mgmt/309260014/former-gsa-official-indicted-fraudulent-claims …
1268,get your food delivered by . http://bit.ly/1utlkyq 
